,dt_obj,Generation,year,hour,AirTemperature,ComfortTemperature,RelativeHumidity,week,WWCode,sun_alt_angle,sun_az_angle,sun_distance,EffectiveCloudCover,solar_irradiance,EffectiveCloudCover_r3mean,RelativeHumidity_r3mean,AirTemperature_r3mean,hour_sin1,hour_cos1,EffectiveCloudCover1,RelativeHumidity1,ComfortTemperature1,AirTemperature1,WWCode1,EffectiveCloudCover2,RelativeHumidity2,ComfortTemperature2,AirTemperature2,WWCode2,EffectiveCloudCover3,RelativeHumidity3,ComfortTemperature3,AirTemperature3,WWCode3,EffectiveCloudCover4,RelativeHumidity4,ComfortTemperature4,AirTemperature4,WWCode4,EffectiveCloudCover5,RelativeHumidity5,ComfortTemperature5,AirTemperature5,WWCode5,EffectiveCloudCover6,RelativeHumidity6,ComfortTemperature6,AirTemperature6,WWCode6,EffectiveCloudCover7,RelativeHumidity7,ComfortTemperature7,AirTemperature7,WWCode7,WindDirection_sin1,WindDirection_cos1,WindSpeed_sin_component,WindSpeed_cos_component
85,2022-05-07 19:00:00,5.433758168995382,2022,19,12.34,11.17,59.0,18,2.0,8.119654974262673,285.4120443010233,1.0090559792364702,8.0,0.980949376653793,8.0,53.0,13.450000000000001,-0.8878852184023756,0.4600650377311516,8.0,61.0,10.61,11.78,2.0,7.0,67.0,8.93,10.11,1.0,0.0,80.0,7.05,8.51,0.0,0.0,82.0,6.22,7.51,0.0,0.0,73.0,8.45,8.45,0.0,0.0,74.0,7.89,7.89,0.0,0.0,76.0,6.94,7.89,0.0,-0.5299192642332058,0.8480480961564254,-0.7100918140724958,1.1363844488496102
86,2022-05-07 20:00:00,0.0,2022,20,11.78,10.61,61.0,18,2.0,-2.652486464330906,294.89859571073686,1.0090737115912165,8.0,0.980949376653793,8.0,57.333333333333336,12.523333333333332,-0.730835964278124,0.6825531432186541,7.0,67.0,8.93,10.11,1.0,0.0,80.0,7.05,8.51,0.0,0.0,82.0,6.22,7.51,0.0,0.0,73.0,8.45,8.45,0.0,0.0,74.0,7.89,7.89,0.0,0.0,76.0,6.94,7.89,0.0,0.0,77.0,6.24,7.34,0.0,-0.10452846326765342,0.9945218953682733,-0.2801362815573112,2.6653186795869726
87,2022-05-07 21:00:00,0.0,2022,21,10.11,8.93,67.0,18,1.0,-12.684547788020012,305.35284428408363,1.009090753079958,7.0,0.980949376653793,7.666666666666667,62.333333333333336,11.410000000000002,-0.5195839500354336,0.8544194045464886,0.0,80.0,7.05,8.51,0.0,0.0,82.0,6.22,7.51,0.0,0.0,73.0,8.45,8.45,0.0,0.0,74.0,7.89,7.89,0.0,0.0,76.0,6.94,7.89,0.0,0.0,77.0,6.24,7.34,0.0,0.0,78.0,6.78,6.78,0.0,-0.5591929034707473,0.8290375725550414,-1.2525921037744743,1.857044162523293
88,2022-05-07 22:00:00,0.0,2022,22,8.51,7.05,80.0,18,0.0,-21.325768475882057,317.3523088975504,1.0091066039628138,0.0,0.980949376653793,5.0,69.33333333333333,10.133333333333333,-0.2697967711570252,0.962917287347799,0.0,82.0,6.22,7.51,0.0,0.0,73.0,8.45,8.45,0.0,0.0,74.0,7.89,7.89,0.0,0.0,76.0,6.94,7.89,0.0,0.0,77.0,6.24,7.34,0.0,0.0,78.0,6.78,6.78,0.0,0.0,79.0,6.78,6.78,0.0,0.374606593415912,0.9271838545667874,0.9402625494739391,2.327231474962636
89,2022-05-07 23:00:00,0.0,2022,23,7.51,6.22,82.0,18,0.0,-28.037735900098937,331.32610979115526,1.0091208453499698,0.0,0.980949376653793,2.3333333333333335,76.33333333333333,8.709999999999999,-2.4492935982947064e-16,1.0,0.0,73.0,8.45,8.45,0.0,0.0,74.0,7.89,7.89,0.0,0.0,76.0,6.94,7.89,0.0,0.0,77.0,6.24,7.34,0.0,0.0,78.0,6.78,6.78,0.0,0.0,79.0,6.78,6.78,0.0,0.0,79.0,5.61,6.78,0.0,0.25881904510252074,0.9659258262890683,0.5383436138132431,2.009125718681262
90,2022-05-08 00:00:00,0.0,2022,0,8.45,8.45,73.0,18,0.0,-32.111094711077456,347.2395717902589,1.009133167733094,0.0,0.9804883723195019,0.0,78.33333333333333,8.156666666666666,0.0,1.0,0.0,74.0,7.89,7.89,0.0,0.0,76.0,6.94,7.89,0.0,0.0,77.0,6.24,7.34,0.0,0.0,78.0,6.78,6.78,0.0,0.0,79.0,6.78,6.78,0.0,0.0,79.0,5.61,6.78,0.0,0.0,80.0,5.61,6.78,0.0,0.9945218953682733,0.10452846326765346,0.447534852915723,0.04703780847044406
91,2022-05-08 01:00:00,0.0,2022,1,7.89,7.89,74.0,18,0.0,-32.95795454403063,4.241718113314477,1.009143392059338,0.0,0.9804883723195019,0.0,76.33333333333333,7.949999999999999,0.2697967711570243,0.9629172873477994,0.0,76.0,6.94,7.89,0.0,0.0,77.0,6.24,7.34,0.0,0.0,78.0,6.78,6.78,0.0,0.0,79.0,6.78,6.78,0.0,0.0,79.0,5.61,6.78,0.0,0.0,80.0,5.61,6.78,0.0,0.0,75.0,7.17,8.45,0.0,-0.544639035015027,0.838670567945424,-0.484728741163374,0.7464168054714274
92,2022-05-08 02:00:00,0.0,2022,2,7.89,6.94,76.0,18,0.0,-30.436738366181032,20.855366930224704,1.0091514819143679,0.0,0.9804883723195019,0.0,74.33333333333333,8.076666666666666,0.5195839500354336,0.8544194045464886,0.0,77.0,6.24,7.34,0.0,0.0,78.0,6.78,6.78,0.0,0.0,79.0,6.78,6.78,0.0,0.0,79.0,5.61,6.78,0.0,0.0,80.0,5.61,6.78,0.0,0.0,75.0,7.17,8.45,0.0,0.0,69.0,8.98,10.11,0.0,0.5446390350150271,0.838670567945424,0.9694574823267482,1.4928336109428548
93,2022-05-08 03:00:00,0.0,2022,3,7.34,6.24,77.0,18,0.0,-24.947795750528257,35.839738003397485,1.0091575459863564,0.0,0.9804883723195019,0.0,75.66666666666667,7.706666666666666,0.730835964278124,0.6825531432186541,0.0,78.0,6.78,6.78,0.0,0.0,79.0,6.78,6.78,0.0,0.0,79.0,5.61,6.78,0.0,0.0,80.0,5.61,6.78,0.0,0.0,75.0,7.17,8.45,0.0,0.0,69.0,8.98,10.11,0.0,0.0,60.0,10.58,11.78,0.0,0.49999999999999994,0.8660254037844387,0.9249999999999999,1.6021469970012117
94,2022-05-08 04:00:00,0.0,2022,4,6.78,6.78,78.0,18,0.0,-17.180203195885085,48.77958255025666,1.0091618306444206,0.0,0.9804883723195019,0.0,77.0,7.336666666666666,0.8878852184023752,0.4600650377311522,0.0,79.0,6.78,6.78,0.0,0.0,79.0,5.61,6.78,0.0,0.0,80.0,5.61,6.78,0.0,0.0,75.0,7.17,8.45,0.0,0.0,69.0,8.98,10.11,0.0,0.0,60.0,10.58,11.78,0.0,1.0,58.0,11.14,12.34,0.0,-0.798635510047293,0.6018150231520479,-0.3593859795212819,0.27081676041842156
95,2022-05-08 05:00:00,0.0,2022,5,6.78,6.78,79.0,18,0.0,-7.799966531971066,59.923795783379575,1.0091647031378568,0.0,0.9804883723195019,0.0,78.0,6.966666666666666,0.9790840876823229,0.20345601305263375,0.0,79.0,5.61,6.78,0.0,0.0,80.0,5.61,6.78,0.0,0.0,75.0,7.17,8.45,0.0,0.0,69.0,8.98,10.11,0.0,0.0,60.0,10.58,11.78,0.0,1.0,58.0,11.14,12.34,0.0,1.0,51.0,12.81,14.02,0.0,-0.9063077870366498,0.4226182617406996,-0.8066139304626183,0.37613025294922264
96,2022-05-08 06:00:00,14.925658724036097,2022,6,6.78,5.61,79.0,18,0.0,2.82388573420252,69.80050823817344,1.0091666265608705,0.0,0.9804883723195019,0.0,78.66666666666667,6.78,0.9976687691905392,-0.06824241336467088,0.0,80.0,5.61,6.78,0.0,0.0,75.0,7.17,8.45,0.0,0.0,69.0,8.98,10.11,0.0,0.0,60.0,10.58,11.78,0.0,1.0,58.0,11.14,12.34,0.0,1.0,51.0,12.81,14.02,0.0,2.0,47.0,14.52,15.67,0.0,0.5877852522924731,0.8090169943749475,1.075647011695226,1.4805010997061538
97,2022-05-08 07:00:00,89.47996148944733,2022,7,6.78,5.61,80.0,18,0.0,13.716248127466358,79.0095288217599,1.0091681282881593,0.0,0.9804883723195019,0.0,79.33333333333333,6.78,0.9422609221188205,-0.33487961217098616,0.0,75.0,7.17,8.45,0.0,0.0,69.0,8.98,10.11,0.0,0.0,60.0,10.58,11.78,0.0,1.0,58.0,11.14,12.34,0.0,1.0,51.0,12.81,14.02,0.0,2.0,47.0,14.52,15.67,0.0,2.0,43.0,15.03,16.23,1.0,0.6427876096865393,0.766044443118978,1.1763013257263668,1.40186133090773
98,2022-05-08 08:00:00,211.7663261659459,2022,8,8.45,7.17,75.0,18,0.0,25.11150969874913,88.20860622642962,1.0091697640316222,0.0,0.9804883723195019,0.0,78.0,7.336666666666666,0.8169698930104421,-0.5766803221148671,0.0,69.0,8.98,10.11,0.0,0.0,60.0,10.58,11.78,0.0,1.0,58.0,11.14,12.34,0.0,1.0,51.0,12.81,14.02,0.0,2.0,47.0,14.52,15.67,0.0,2.0,43.0,15.03,16.23,1.0,2.0,41.0,15.61,16.8,1.0,0.6560590289905072,0.754709580222772,1.4826934055185461,1.7056436513034645
99,2022-05-08 09:00:00,303.9628278693207,2022,9,10.11,8.98,69.0,18,0.0,36.57776181398859,98.24480275051057,1.0091720799671198,0.0,0.9804883723195019,0.0,74.66666666666667,8.446666666666665,0.631087944326053,-0.7757112907044197,0.0,60.0,10.58,11.78,0.0,1.0,58.0,11.14,12.34,0.0,1.0,51.0,12.81,14.02,0.0,2.0,47.0,14.52,15.67,0.0,2.0,43.0,15.03,16.23,1.0,2.0,41.0,15.61,16.8,1.0,7.0,37.0,17.32,18.45,1.0,0.6156614753256582,0.788010753606722,0.9604319015080268,1.2292967756264863
100,2022-05-08 10:00:00,363.4625818900429,2022,10,11.78,10.58,60.0,18,0.0,47.71392601633551,110.47926670654574,1.0091755755123568,0.0,0.9804883723195019,0.0,68.0,10.113333333333332,0.3984010898462414,-0.917211301505453,1.0,58.0,11.14,12.34,0.0,1.0,51.0,12.81,14.02,0.0,2.0,47.0,14.52,15.67,0.0,2.0,43.0,15.03,16.23,1.0,2.0,41.0,15.61,16.8,1.0,7.0,37.0,17.32,18.45,1.0,7.0,35.0,17.87,19.0,2.0,0.788010753606722,0.6156614753256583,0.7013295707099826,0.5479387130398359
101,2022-05-08 11:00:00,386.12340658398585,2022,11,12.34,11.14,58.0,18,0.0,57.79768027799817,127.47391303176317,1.009180669293154,1.0,0.9804883723195019,0.3333333333333333,62.333333333333336,11.410000000000002,0.1361666490962471,-0.9906859460363306,1.0,51.0,12.81,14.02,0.0,2.0,47.0,14.52,15.67,0.0,2.0,43.0,15.03,16.23,1.0,2.0,41.0,15.61,16.8,1.0,7.0,37.0,17.32,18.45,1.0,7.0,35.0,17.87,19.0,2.0,8.0,41.0,15.61,16.8,2.0,0.03489949670250097,0.9993908270190958,0.018147738285300506,0.5196832300499298
102,2022-05-08 12:00:00,390.75528713367436,2022,12,14.02,12.81,51.0,18,0.0,65.20109707417826,153.55938193155907,1.009187670618509,1.0,0.9804883723195019,0.6666666666666666,56.333333333333336,12.713333333333333,-0.1361666490962464,-0.9906859460363308,2.0,47.0,14.52,15.67,0.0,2.0,43.0,15.03,16.23,1.0,2.0,41.0,15.61,16.8,1.0,7.0,37.0,17.32,18.45,1.0,7.0,35.0,17.87,19.0,2.0,8.0,41.0,15.61,16.8,2.0,8.0,43.0,15.64,16.78,2.0,0.20791169081775931,0.9781476007338057,0.13306348212336597,0.6260144644696356
103,2022-05-08 13:00:00,370.3429482384669,2022,13,15.67,14.52,47.0,18,0.0,66.9908918805704,189.14292215193802,1.0091967584095176,2.0,0.9804883723195019,1.3333333333333333,52.0,14.01,-0.39840108984624156,-0.9172113015054529,2.0,43.0,15.03,16.23,1.0,2.0,41.0,15.61,16.8,1.0,7.0,37.0,17.32,18.45,1.0,7.0,35.0,17.87,19.0,2.0,8.0,41.0,15.61,16.8,2.0,8.0,43.0,15.64,16.78,2.0,8.0,50.0,13.98,15.11,2.0,0.9993908270190958,0.03489949670250108,2.2386354525227747,0.07817487261360243
104,2022-05-08 14:00:00,304.41504535482477,2022,14,16.23,15.03,43.0,18,1.0,62.042232397351626,220.86150120689396,1.009207969018855,2.0,0.9804883723195019,1.6666666666666667,47.0,15.306666666666667,-0.6310879443260528,-0.7757112907044198,2.0,41.0,15.61,16.8,1.0,7.0,37.0,17.32,18.45,1.0,7.0,35.0,17.87,19.0,2.0,8.0,41.0,15.61,16.8,2.0,8.0,43.0,15.64,16.78,2.0,8.0,50.0,13.98,15.11,2.0,0.0,50.0,13.03,14.24,0.0,0.9063077870366499,0.42261826174069944,1.214452434629111,0.5663084707325373
105,2022-05-08 15:00:00,227.0198264924585,2022,15,16.8,15.61,41.0,18,1.0,53.02405006884834,241.86207880728116,1.0092211937709115,2.0,0.9804883723195019,2.0,43.666666666666664,16.233333333333334,-0.816969893010442,-0.5766803221148672,7.0,37.0,17.32,18.45,1.0,7.0,35.0,17.87,19.0,2.0,8.0,41.0,15.61,16.8,2.0,8.0,43.0,15.64,16.78,2.0,8.0,50.0,13.98,15.11,2.0,0.0,50.0,13.03,14.24,0.0,8.0,58.0,12.37,13.45,2.0,0.984807753012208,-0.1736481776669303,0.4431634888554936,-0.07814167995011864
106,2022-05-08 16:00:00,140.05282576183768,2022,16,18.45,17.32,37.0,18,1.0,42.29953127136406,256.07402587686283,1.0092361863892558,7.0,0.9804883723195019,3.6666666666666665,40.333333333333336,17.16,-0.9422609221188204,-0.3348796121709864,7.0,35.0,17.87,19.0,2.0,8.0,41.0,15.61,16.8,2.0,8.0,43.0,15.64,16.78,2.0,8.0,50.0,13.98,15.11,2.0,0.0,50.0,13.03,14.24,0.0,8.0,58.0,12.37,13.45,2.0,7.0,62.0,11.25,12.34,1.0,-0.4226182617406993,-0.90630778703665,-0.9466649062991664,-2.0301294429620964
107,2022-05-08 17:00:00,96.12960605089856,2022,17,19.0,17.87,35.0,18,2.0,30.949049656294513,267.00464158594696,1.0092525798032934,7.0,0.9804883723195019,5.333333333333333,37.666666666666664,18.083333333333332,-0.9976687691905393,-0.06824241336467046,8.0,41.0,15.61,16.8,2.0,8.0,43.0,15.64,16.78,2.0,8.0,50.0,13.98,15.11,2.0,0.0,50.0,13.03,14.24,0.0,8.0,58.0,12.37,13.45,2.0,7.0,62.0,11.25,12.34,1.0,0.0,64.0,9.21,10.44,0.0,0.6018150231520483,0.7986355100472928,0.8064321310237448,1.0701715834633725
108,2022-05-08 18:00:00,32.4635987625927,2022,18,16.8,15.61,41.0,18,2.0,19.489550611641718,276.5081142499539,1.0092699111862329,8.0,0.9804883723195019,7.333333333333333,37.666666666666664,18.083333333333332,-0.979084087682323,0.2034560130526333,8.0,43.0,15.64,16.78,2.0,8.0,50.0,13.98,15.11,2.0,0.0,50.0,13.03,14.24,0.0,8.0,58.0,12.37,13.45,2.0,7.0,62.0,11.25,12.34,1.0,0.0,64.0,9.21,10.44,0.0,7.0,67.0,9.54,10.67,2.0,0.9135454576426009,0.4067366430758002,0.4110954559391704,0.1830314893841101
109,2022-05-08 19:00:00,5.623879892951763,2022,19,16.78,15.64,43.0,18,2.0,8.279688661954339,285.63278233790646,1.0092876535151678,8.0,0.9804883723195019,7.666666666666667,39.666666666666664,17.526666666666667,-0.8878852184023756,0.4600650377311516,8.0,50.0,13.98,15.11,2.0,0.0,50.0,13.03,14.24,0.0,8.0,58.0,12.37,13.45,2.0,7.0,62.0,11.25,12.34,1.0,0.0,64.0,9.21,10.44,0.0,7.0,67.0,9.54,10.67,2.0,8.0,69.0,8.98,10.11,2.0,0.8090169943749475,0.5877852522924731,0.3640576474687264,0.2645033635316129
110,2022-05-08 20:00:00,0.0,2022,20,15.11,13.98,50.0,18,2.0,-2.467691794781203,295.105392482865,1.0093052515000471,8.0,0.9804883723195019,8.0,44.666666666666664,16.23,-0.730835964278124,0.6825531432186541,0.0,50.0,13.03,14.24,0.0,8.0,58.0,12.37,13.45,2.0,7.0,62.0,11.25,12.34,1.0,0.0,64.0,9.21,10.44,0.0,7.0,67.0,9.54,10.67,2.0,8.0,69.0,8.98,10.11,2.0,0.0,75.0,8.11,8.11,0.0,0.981627183447664,-0.1908089953765448,1.3153804258198698,-0.25568405380457004
111,2022-05-08 21:00:00,0.0,2022,21,14.24,13.03,50.0,18,0.0,-12.48748405112427,305.5448319303113,1.0093221594313941,0.0,0.9804883723195019,5.333333333333333,47.666666666666664,15.376666666666667,-0.5195839500354336,0.8544194045464886,8.0,58.0,12.37,13.45,2.0,7.0,62.0,11.25,12.34,1.0,0.0,64.0,9.21,10.44,0.0,7.0,67.0,9.54,10.67,2.0,8.0,69.0,8.98,10.11,2.0,0.0,75.0,8.11,8.11,0.0,8.0,73.0,8.56,9.0,2.0,0.8660254037844387,-0.4999999999999998,1.3336791218280357,-0.7699999999999997
112,2022-05-08 22:00:00,0.0,2022,22,13.45,12.37,58.0,18,2.0,-21.105058768161967,317.5220178838165,1.0093378783669595,8.0,0.9804883723195019,5.333333333333333,52.666666666666664,14.266666666666666,-0.2697967711570252,0.962917287347799,7.0,62.0,11.25,12.34,1.0,0.0,64.0,9.21,10.44,0.0,7.0,67.0,9.54,10.67,2.0,8.0,69.0,8.98,10.11,2.0,0.0,75.0,8.11,8.11,0.0,8.0,73.0,8.56,9.0,2.0,8.0,74.0,8.69,9.0,2.0,0.8746197071393957,0.4848096202463371,2.05535631177758,1.1393026075788923
113,2022-05-08 23:00:00,0.0,2022,23,12.34,11.25,62.0,18,1.0,-27.792551118773872,331.457573701924,1.0093519901239152,7.0,0.9804883723195019,5.0,56.666666666666664,13.343333333333334,-2.4492935982947064e-16,1.0,0.0,64.0,9.21,10.44,0.0,7.0,67.0,9.54,10.67,2.0,8.0,69.0,8.98,10.11,2.0,0.0,75.0,8.11,8.11,0.0,8.0,73.0,8.56,9.0,2.0,8.0,74.0,8.69,9.0,2.0,0.0,80.0,6.55,6.55,0.0,0.9271838545667874,0.37460659341591196,1.8636395476792424,0.752959252765983
114,2022-05-09 00:00:00,0.0,2022,0,10.44,9.21,64.0,19,0.0,-31.846866042807505,347.31105347614096,1.009364185761849,0.0,0.980033149701588,5.0,61.333333333333336,12.076666666666666,0.0,1.0,7.0,67.0,9.54,10.67,2.0,8.0,69.0,8.98,10.11,2.0,0.0,75.0,8.11,8.11,0.0,8.0,73.0,8.56,9.0,2.0,8.0,74.0,8.69,9.0,2.0,0.0,80.0,6.55,6.55,0.0,8.0,74.0,9.0,9.0,2.0,0.0,1.0,0.0,1.03
115,2022-05-09 01:00:00,0.0,2022,1,10.67,9.54,67.0,19,2.0,-32.687080877748045,4.237933283137039,1.0093742866179345,7.0,0.980033149701588,4.666666666666667,64.33333333333333,11.15,0.2697967711570243,0.9629172873477994,8.0,69.0,8.98,10.11,2.0,0.0,75.0,8.11,8.11,0.0,8.0,73.0,8.56,9.0,2.0,8.0,74.0,8.69,9.0,2.0,0.0,80.0,6.55,6.55,0.0,8.0,74.0,9.0,9.0,2.0,8.0,67.0,10.16,11.23,2.0,0.19080899537654497,-0.981627183447664,0.08586404791944524,-0.4417322325514488
116,2022-05-09 02:00:00,0.0,2022,2,10.11,8.98,69.0,19,2.0,-30.17391909049816,20.78026702343078,1.0093822564633879,8.0,0.980033149701588,5.0,66.66666666666667,10.406666666666666,0.5195839500354336,0.8544194045464886,0.0,75.0,8.11,8.11,0.0,8.0,73.0,8.56,9.0,2.0,8.0,74.0,8.69,9.0,2.0,0.0,80.0,6.55,6.55,0.0,8.0,74.0,9.0,9.0,2.0,8.0,67.0,10.16,11.23,2.0,0.0,60.0,11.13,12.28,0.0,0.9063077870366499,0.42261826174069944,1.7401109511103678,0.8114270625421429
117,2022-05-09 03:00:00,0.0,2022,3,8.11,8.11,75.0,19,0.0,-24.703181055458643,35.71244543178929,1.0093882039549016,0.0,0.980033149701588,5.0,70.33333333333333,9.63,0.730835964278124,0.6825531432186541,8.0,73.0,8.56,9.0,2.0,8.0,74.0,8.69,9.0,2.0,0.0,80.0,6.55,6.55,0.0,8.0,74.0,9.0,9.0,2.0,8.0,67.0,10.16,11.23,2.0,0.0,60.0,11.13,12.28,0.0,4.0,57.0,12.94,14.0,1.0,0.0,1.0,0.0,0.0
118,2022-05-09 04:00:00,0.0,2022,4,9.0,8.56,73.0,19,2.0,-16.957035823254003,48.619839021661306,1.009392375215477,8.0,0.980033149701588,5.333333333333333,72.33333333333333,9.073333333333332,0.8878852184023752,0.4600650377311522,8.0,74.0,8.69,9.0,2.0,0.0,80.0,6.55,6.55,0.0,8.0,74.0,9.0,9.0,2.0,8.0,67.0,10.16,11.23,2.0,0.0,60.0,11.13,12.28,0.0,4.0,57.0,12.94,14.0,1.0,2.0,47.0,14.52,15.67,1.0,0.9271838545667874,0.37460659341591196,1.3444165891218418,0.5431795604530724
119,2022-05-09 05:00:00,0.0,2022,5,9.0,8.69,74.0,19,2.0,-7.5959821480651755,59.74399668114019,1.0093951370507754,8.0,0.980033149701588,5.333333333333333,74.0,8.703333333333333,0.9790840876823229,0.20345601305263375,0.0,80.0,6.55,6.55,0.0,8.0,74.0,9.0,9.0,2.0,8.0,67.0,10.16,11.23,2.0,0.0,60.0,11.13,12.28,0.0,4.0,57.0,12.94,14.0,1.0,2.0,47.0,14.52,15.67,1.0,3.0,39.0,16.09,17.29,1.0,0.9271838545667874,0.37460659341591196,1.2424263651194951,0.501972835177322
120,2022-05-09 06:00:00,20.41755443922986,2022,6,6.55,6.55,80.0,19,0.0,3.0009675117371017,69.60556154108251,1.0093969519444943,0.0,0.980033149701588,5.333333333333333,75.66666666666667,8.183333333333332,0.9976687691905392,-0.06824241336467088,8.0,74.0,9.0,9.0,2.0,8.0,67.0,10.16,11.23,2.0,0.0,60.0,11.13,12.28,0.0,4.0,57.0,12.94,14.0,1.0,2.0,47.0,14.52,15.67,1.0,3.0,39.0,16.09,17.29,1.0,2.0,33.0,16.6,17.89,1.0,0.0,1.0,0.0,0.0
121,2022-05-09 07:00:00,70.05107933419077,2022,7,9.0,9.0,74.0,19,2.0,13.890998685400461,78.7989409345056,1.0093983465361092,8.0,0.980033149701588,5.333333333333333,76.0,8.183333333333332,0.9422609221188205,-0.33487961217098616,8.0,67.0,10.16,11.23,2.0,0.0,60.0,11.13,12.28,0.0,4.0,57.0,12.94,14.0,1.0,2.0,47.0,14.52,15.67,1.0,3.0,39.0,16.09,17.29,1.0,2.0,33.0,16.6,17.89,1.0,2.0,26.0,18.25,19.56,1.0,0.8910065241883678,0.4539904997395468,1.1850386771705292,0.6038073646535973
122,2022-05-09 08:00:00,188.85578865183666,2022,8,11.23,10.16,67.0,19,2.0,25.281649686405203,87.97810302051832,1.0093998757282312,8.0,0.980033149701588,5.333333333333333,73.66666666666667,8.926666666666668,0.8169698930104421,-0.5766803221148671,0.0,60.0,11.13,12.28,0.0,4.0,57.0,12.94,14.0,1.0,2.0,47.0,14.52,15.67,1.0,3.0,39.0,16.09,17.29,1.0,2.0,33.0,16.6,17.89,1.0,2.0,26.0,18.25,19.56,1.0,3.0,27.0,18.8,20.04,1.0,0.9510565162951535,0.30901699437494745,1.1793100802059904,0.3831810730249348
123,2022-05-09 09:00:00,291.38905299092,2022,9,12.28,11.13,60.0,19,0.0,36.750433911176096,97.98759777371427,1.0094020848691159,0.0,0.980033149701588,5.333333333333333,67.0,10.836666666666666,0.631087944326053,-0.7757112907044197,4.0,57.0,12.94,14.0,1.0,2.0,47.0,14.52,15.67,1.0,3.0,39.0,16.09,17.29,1.0,2.0,33.0,16.6,17.89,1.0,2.0,26.0,18.25,19.56,1.0,3.0,27.0,18.8,20.04,1.0,1.0,27.0,19.5,20.67,0.0,0.0,1.0,0.0,1.03
124,2022-05-09 10:00:00,359.82898954202733,2022,10,14.0,12.94,57.0,19,1.0,47.89972914048068,110.18992734697107,1.0094054725875352,4.0,0.980033149701588,4.0,61.333333333333336,12.503333333333332,0.3984010898462414,-0.917211301505453,2.0,47.0,14.52,15.67,1.0,3.0,39.0,16.09,17.29,1.0,2.0,33.0,16.6,17.89,1.0,2.0,26.0,18.25,19.56,1.0,3.0,27.0,18.8,20.04,1.0,1.0,27.0,19.5,20.67,0.0,1.0,28.0,18.91,20.11,0.0,-0.4848096202463369,0.8746197071393959,-0.43148056201923984,0.7784115393540623
125,2022-05-09 11:00:00,407.35053821488515,2022,11,15.67,14.52,47.0,19,1.0,58.011844409941546,127.16859483416957,1.0094104568133428,2.0,0.980033149701588,2.0,54.666666666666664,13.983333333333333,0.1361666490962471,-0.9906859460363306,3.0,39.0,16.09,17.29,1.0,2.0,33.0,16.6,17.89,1.0,2.0,26.0,18.25,19.56,1.0,3.0,27.0,18.8,20.04,1.0,1.0,27.0,19.5,20.67,0.0,1.0,28.0,18.91,20.11,0.0,2.0,27.0,18.88,20.11,1.0,0.45399049973954675,0.8910065241883679,0.20429572488279604,0.40095293588476555
126,2022-05-09 12:00:00,410.1019300980695,2022,12,17.29,16.09,39.0,19,1.0,65.45568806651855,153.3552702835076,1.0094173463004301,3.0,0.980033149701588,3.0,47.666666666666664,15.65333333333333,-0.1361666490962464,-0.9906859460363308,2.0,33.0,16.6,17.89,1.0,2.0,26.0,18.25,19.56,1.0,3.0,27.0,18.8,20.04,1.0,1.0,27.0,19.5,20.67,0.0,1.0,28.0,18.91,20.11,0.0,2.0,27.0,18.88,20.11,1.0,3.0,29.0,17.71,19.0,1.0,0.0,1.0,0.0,2.68
127,2022-05-09 13:00:00,410.7302757409515,2022,13,17.89,16.6,33.0,19,1.0,67.25517179287228,189.26143213015547,1.009426319593826,2.0,0.980033149701588,2.3333333333333335,39.666666666666664,16.95,-0.39840108984624156,-0.9172113015054529,2.0,26.0,18.25,19.56,1.0,3.0,27.0,18.8,20.04,1.0,1.0,27.0,19.5,20.67,0.0,1.0,28.0,18.91,20.11,0.0,2.0,27.0,18.88,20.11,1.0,3.0,29.0,17.71,19.0,1.0,6.0,30.0,16.68,18.04,1.0,0.224951054343865,0.9743700647852352,0.20020643836603985,0.8671893576588594
128,2022-05-09 14:00:00,377.01207599740195,2022,14,19.56,18.25,26.0,19,1.0,62.26365928026651,221.1849442073346,1.0094374128750208,2.0,0.980033149701588,2.3333333333333335,32.666666666666664,18.246666666666666,-0.6310879443260528,-0.7757112907044198,3.0,27.0,18.8,20.04,1.0,1.0,27.0,19.5,20.67,0.0,1.0,28.0,18.91,20.11,0.0,2.0,27.0,18.88,20.11,1.0,3.0,29.0,17.71,19.0,1.0,6.0,30.0,16.68,18.04,1.0,5.0,49.0,14.4,15.51,1.0,-0.12186934340514811,0.992546151641322,-0.2729873292275318,2.2233033796765613
129,2022-05-09 15:00:00,324.00405310192616,2022,15,20.04,18.8,27.0,19,1.0,53.20445712505617,242.19192897807704,1.0094505175138526,3.0,0.980033149701588,2.3333333333333335,28.666666666666668,19.16333333333333,-0.816969893010442,-0.5766803221148672,1.0,27.0,19.5,20.67,0.0,1.0,28.0,18.91,20.11,0.0,2.0,27.0,18.88,20.11,1.0,3.0,29.0,17.71,19.0,1.0,6.0,30.0,16.68,18.04,1.0,5.0,49.0,14.4,15.51,1.0,3.0,55.0,13.45,14.51,1.0,0.5150380749100542,0.8571673007021123,1.3803020407589452,2.2972083658816613
